anime_id,title_romaji,title_english,title_native,season,season_year,type,format,status,episodes,duration,average_score,popularity,favorites,genres,country,source_material,studio,start_year,start_month,start_day
1,Cowboy Bebop,Cowboy Bebop,カウボーイビバップ,SPRING,1998.0,ANIME,TV,FINISHED,26.0,24,86,452770,32061,"Action, Adventure, Drama, Sci-Fi",JP,ORIGINAL,Sunrise,1998,4.0,3.0
5,Cowboy Bebop: Tengoku no Tobira,Cowboy Bebop: The Movie - Knockin' on Heaven's Door,カウボーイビバップ天国の扉,SUMMER,2001.0,ANIME,MOVIE,FINISHED,1.0,115,82,82329,1733,"Action, Drama, Mystery, Sci-Fi",JP,ORIGINAL,bones,2001,9.0,1.0
6,TRIGUN,Trigun,TRIGUN,SPRING,1998.0,ANIME,TV,FINISHED,26.0,24,80,165105,7007,"Action, Adventure, Comedy, Drama, Sci-Fi",JP,MANGA,MADHOUSE,1998,4.0,1.0
7,Witch Hunter ROBIN,Witch Hunter ROBIN,Witch Hunter ROBIN,SUMMER,2002.0,ANIME,TV,FINISHED,26.0,25,68,23586,295,"Action, Drama, Mystery, Supernatural",JP,ORIGINAL,Sunrise,2002,7.0,2.0
8,Bouken Ou Beet,Beet the Vandel Buster,冒険王ビィト,FALL,2004.0,ANIME,TV,FINISHED,52.0,23,65,3126,43,"Adventure, Fantasy, Supernatural",JP,MANGA,Toei Animation,2004,9.0,30.0
15,Eyeshield 21,Eyeshield 21,アイシールド21,SPRING,2005.0,ANIME,TV,FINISHED,145.0,23,76,33231,807,"Action, Comedy, Sports",JP,MANGA,Studio Gallop,2005,4.0,6.0
16,Hachimitsu to Clover,Honey and Clover,ハチミツとクローバー,SPRING,2005.0,ANIME,TV,FINISHED,24.0,23,76,57578,1007,"Comedy, Drama, Romance, Slice of Life",JP,MANGA,J.C.STAFF,2005,4.0,15.0
17,Hungry Heart: Wild Striker,,ハングリーハート Wild Striker,FALL,2002.0,ANIME,TV,FINISHED,52.0,23,72,4769,88,"Comedy, Slice of Life, Sports",JP,MANGA,Nippon Animation,2002,9.0,11.0
18,Initial D FOURTH STAGE,Initial D 4th Stage,頭文字[イニシャル]D FOURTH STAGE,SPRING,2004.0,ANIME,TV,FINISHED,24.0,27,80,48793,1013,"Action, Drama, Sports",JP,MANGA,A.C.G.T.,2004,4.0,17.0
19,MONSTER,Monster,MONSTER,SPRING,2004.0,ANIME,TV,FINISHED,74.0,24,88,326621,23446,"Drama, Horror, Mystery, Psychological, Thriller",JP,MANGA,MADHOUSE,2004,4.0,7.0
20,NARUTO,Naruto,NARUTO -ナルト-,FALL,2002.0,ANIME,TV,FINISHED,220.0,23,80,698985,40599,"Action, Adventure, Comedy, Drama, Fantasy, Supernatural",JP,MANGA,Studio Pierrot,2002,10.0,3.0
21,ONE PIECE,ONE PIECE,ONE PIECE,FALL,1999.0,ANIME,TV,RELEASING,,24,87,717491,104842,"Action, Adventure, Comedy, Drama, Fantasy",JP,MANGA,Toei Animation,1999,10.0,20.0
22,Tennis no Ouji-sama,The Prince of Tennis,テニスの王子様,FALL,2001.0,ANIME,TV,FINISHED,178.0,22,75,35355,765,"Action, Comedy, Sports",JP,MANGA,Production I.G,2001,10.0,10.0
23,Ring ni Kakero 1,,リングにかけろ１,FALL,2004.0,ANIME,TV,FINISHED,12.0,25,60,1681,24,"Action, Sports",JP,MANGA,Toei Animation,2004,10.0,6.0
24,School Rumble,School Rumble,スクールランブル,FALL,2004.0,ANIME,TV,FINISHED,26.0,23,76,58172,1253,"Comedy, Romance, Slice of Life",JP,MANGA,Studio Comet,2004,10.0,5.0
25,Sunabouzu,Desert Punk,砂ぼうず,FALL,2004.0,ANIME,TV,FINISHED,24.0,24,69,29128,407,"Action, Adventure, Comedy, Ecchi, Sci-Fi",JP,MANGA,GONZO,2004,10.0,6.0
26,TEXHNOLYZE,Texhnolyze,TEXHNOLYZE,SPRING,2003.0,ANIME,TV,FINISHED,22.0,23,76,82472,3065,"Action, Drama, Psychological, Sci-Fi",JP,ORIGINAL,MADHOUSE,2003,4.0,17.0
27,Trinity Blood,Trinity Blood,トリニティ・ブラッド,SPRING,2005.0,ANIME,TV,FINISHED,24.0,24,68,29072,1593,"Action, Drama, Horror, Sci-Fi, Supernatural",JP,LIGHT_NOVEL,GONZO,2005,4.0,29.0
28,Yakitate!! Japan,,焼きたて!! ジャぱん,FALL,2004.0,ANIME,TV,FINISHED,69.0,24,75,19682,354,Comedy,JP,MANGA,Sunrise,2004,10.0,12.0
29,Zipang,,ジパング,FALL,2004.0,ANIME,TV,FINISHED,26.0,24,72,6434,73,"Action, Sci-Fi",JP,MANGA,Studio DEEN,2004,10.0,7.0
30,Shin Seiki Evangelion,Neon Genesis Evangelion,新世紀エヴァンゲリオン,FALL,1995.0,ANIME,TV,FINISHED,26.0,24,83,475362,42090,"Action, Drama, Mecha, Mystery, Psychological, Sci-Fi",JP,ORIGINAL,Gainax,1995,10.0,3.0
31,Shin Seiki Evangelion Movie: Shi to Shinsei,Neon Genesis Evangelion: Death & Rebirth,新世紀エヴァンゲリオン劇場版 シト新生,WINTER,1997.0,ANIME,MOVIE,FINISHED,1.0,104,73,60088,711,"Drama, Mecha, Psychological, Sci-Fi",JP,ORIGINAL,Gainax,1997,3.0,15.0
32,"Shin Seiki Evangelion Movie: Air / Magokoro wo, Kimi ni",Neon Genesis Evangelion: The End of Evangelion,新世紀エヴァンゲリオン劇場版 Air/まごころを、君に,SUMMER,1997.0,ANIME,MOVIE,FINISHED,1.0,87,85,243950,18879,"Action, Drama, Mecha, Psychological, Sci-Fi",JP,ORIGINAL,Gainax,1997,7.0,19.0
33,Kenpuu Denki Berserk,Berserk,剣風伝奇ベルセルク,FALL,1997.0,ANIME,TV,FINISHED,25.0,25,84,175804,11208,"Action, Adventure, Drama, Fantasy, Horror, Supernatural",JP,MANGA,OLM,1997,10.0,7.0
43,GHOST IN THE SHELL: Koukaku Kidoutai,Ghost in the Shell,GHOST IN THE SHELL / 攻殻機動隊,FALL,1995.0,ANIME,MOVIE,FINISHED,1.0,83,80,168648,6971,"Action, Psychological, Sci-Fi",JP,MANGA,Production I.G,1995,11.0,18.0
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Samurai X: Trust and Betrayal,るろうに剣心―明治剣客浪漫譚―追憶編,WINTER,1999.0,ANIME,OVA,FINISHED,4.0,30,85,46441,2185,"Action, Drama, Romance",JP,MANGA,Studio DEEN,1999,2.0,20.0
45,Rurouni Kenshin: Meiji Kenkaku Romantan,Rurouni Kenshin,るろうに剣心 -明治剣客浪漫譚-,WINTER,1996.0,ANIME,TV,FINISHED,94.0,25,79,88018,2643,"Action, Adventure, Comedy, Drama, Romance",JP,MANGA,Studio Gallop,1996,1.0,10.0
46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Requiem,Samurai X: The Motion Picture,るろうに剣心 -明治剣客浪漫譚- 維新志士への鎮魂歌,FALL,1997.0,ANIME,MOVIE,FINISHED,1.0,91,71,8996,65,"Action, Drama",JP,MANGA,Studio Gallop,1997,12.0,20.0
47,AKIRA,Akira,AKIRA,SUMMER,1988.0,ANIME,MOVIE,FINISHED,1.0,125,79,223505,8671,"Action, Adventure, Horror, Psychological, Sci-Fi, Supernatural",JP,MANGA,Tokyo Movie Shinsha,1988,7.0,16.0
48,.hack//SIGN,.hack//SIGN,.hack//SIGN,SPRING,2002.0,ANIME,TV,FINISHED,26.0,24,66,34789,637,"Adventure, Fantasy, Mystery, Sci-Fi",JP,ORIGINAL,Bee Train,2002,4.0,4.0
49,Aa! Megami-sama!,Oh! My Goddess,ああっ女神さまっ,WINTER,1993.0,ANIME,OVA,FINISHED,5.0,30,69,11795,147,"Comedy, Drama, Romance, Supernatural",JP,MANGA,AIC,1993,2.0,21.0
50,Aa! Megami-sama! (TV),Oh! My Goddess (TV),ああっ女神さまっ (TV),WINTER,2005.0,ANIME,TV,FINISHED,24.0,24,70,25356,325,"Comedy, Romance, Supernatural",JP,MANGA,AIC,2005,1.0,7.0
51,Tenshi Kinryouku,Angel Sanctuary,天使禁猟区,SPRING,2000.0,ANIME,OVA,FINISHED,3.0,30,56,7494,51,"Action, Drama, Romance, Supernatural",JP,MANGA,Hal Film Maker,2000,5.0,25.0
52,Kidou Tenshi Angelic Layer,Angelic Layer,機動天使エンジェリックレイヤー,SPRING,2001.0,ANIME,TV,FINISHED,26.0,24,70,11330,184,"Comedy, Drama, Sci-Fi, Sports",JP,MANGA,bones,2001,4.0,1.0
53,Ai Yori Aoshi,Ai Yori Aoshi,藍より青し,SPRING,2002.0,ANIME,TV,FINISHED,24.0,23,67,17857,153,"Comedy, Drama, Romance, Slice of Life",JP,MANGA,J.C.STAFF,2002,4.0,11.0
54,Appleseed (Movie),Appleseed (Movie),アップルシード,SPRING,2004.0,ANIME,MOVIE,FINISHED,1.0,105,65,11095,91,"Action, Drama, Mecha, Sci-Fi",JP,MANGA,Digital Frontier,2004,4.0,17.0
55,Arc the Lad,Arc the Lad,アークザラッド,SPRING,1999.0,ANIME,TV,FINISHED,26.0,22,61,3163,23,"Action, Adventure, Fantasy, Horror, Sci-Fi",JP,VIDEO_GAME,Bee Train,1999,4.0,5.0
56,Avenger,,アヴェンジャー,FALL,2003.0,ANIME,TV,FINISHED,13.0,24,55,3624,31,"Adventure, Fantasy, Sci-Fi",JP,ORIGINAL,Bee Train,2003,10.0,2.0
57,BECK,Beck: Mongolian Chop Squad,BECK,FALL,2004.0,ANIME,TV,FINISHED,26.0,25,80,80076,2945,"Comedy, Drama, Music, Slice of Life",JP,MANGA,MADHOUSE,2004,10.0,6.0
58,BLUE GENDER,Blue Gender,BLUE GENDER,FALL,1999.0,ANIME,TV,FINISHED,26.0,23,66,16693,178,"Adventure, Drama, Horror, Mecha, Psychological, Romance, Sci-Fi",JP,ORIGINAL,AIC,1999,10.0,8.0
59,Chobits,Chobits,ちょびっツ,SPRING,2002.0,ANIME,TV,FINISHED,26.0,24,71,88745,2011,"Comedy, Drama, Ecchi, Romance, Sci-Fi",JP,MANGA,MADHOUSE,2002,4.0,3.0
60,Chrno Crusade,Chrono Crusade,クロノクルセイド,FALL,2003.0,ANIME,TV,FINISHED,24.0,23,71,33264,429,"Action, Romance, Supernatural",JP,MANGA,GONZO,2003,11.0,24.0
61,D.N.Angel,D.N.Angel,Ｄ・Ｎ・ＡＮＧＥＬ,SPRING,2003.0,ANIME,TV,FINISHED,26.0,23,66,22767,289,"Action, Comedy, Fantasy, Romance",JP,MANGA,Xebec,2003,4.0,3.0
62,D.C.: Da Capo,D.C.~Da Capo~,D.C.～ダ・カーポ～,SUMMER,2003.0,ANIME,TV,FINISHED,26.0,24,62,13383,86,"Drama, Romance",JP,VISUAL_NOVEL,ZEXCS,2003,7.0,5.0
63,DearS,DearS,ディアーズ,SUMMER,2004.0,ANIME,TV,FINISHED,12.0,23,60,24067,232,"Comedy, Ecchi, Romance, Sci-Fi",JP,MANGA,Daume,2004,7.0,11.0
64,Rozen Maiden,Rozen Maiden,ローゼンメイデン,FALL,2004.0,ANIME,TV,FINISHED,12.0,24,70,38503,671,"Action, Comedy, Drama, Supernatural",JP,MANGA,Nomad,2004,10.0,8.0
65,Rozen Maiden: Träumend,Rozen Maiden: Dreaming,ローゼンメイデン ~ トロイメント,FALL,2005.0,ANIME,TV,FINISHED,12.0,24,73,16952,202,"Action, Comedy, Drama, Supernatural",JP,MANGA,Nomad,2005,10.0,21.0
66,Azumanga Daiou THE ANIMATION,Azumanga Daioh,あずまんが大王 THE ANIMATION,SPRING,2002.0,ANIME,TV,FINISHED,26.0,24,79,106187,4726,"Comedy, Slice of Life",JP,MANGA,J.C.STAFF,2002,4.0,9.0
67,Basilisk: Kouga Ninpouchou,Basilisk,バジリスク 甲賀忍法帖,SPRING,2005.0,ANIME,TV,FINISHED,24.0,25,71,32902,478,"Action, Adventure, Drama, Romance",JP,MANGA,GONZO,2005,4.0,13.0
68,Black Cat,Black Cat,ブラックキャット,FALL,2005.0,ANIME,TV,FINISHED,23.0,24,71,41869,1832,"Action, Adventure, Comedy, Sci-Fi",JP,MANGA,GONZO,2005,10.0,6.0
69,CLUSTER EDGE,,CLUSTER EDGE,FALL,2005.0,ANIME,TV,FINISHED,25.0,24,55,2235,15,"Action, Fantasy, Sci-Fi",JP,ORIGINAL,Sunrise,2005,10.0,4.0
71,Full Metal Panic!,Full Metal Panic!,フルメタル・パニック！,WINTER,2002.0,ANIME,TV,FINISHED,24.0,24,72,93728,1348,"Action, Comedy, Mecha, Sci-Fi",JP,LIGHT_NOVEL,GONZO,2002,1.0,8.0
72,Full Metal Panic? Fumoffu,Full Metal Panic? Fumoffu,フルメタル・パニック? ふもっふ,SUMMER,2003.0,ANIME,TV,FINISHED,12.0,24,77,44629,912,"Action, Comedy, Romance",JP,LIGHT_NOVEL,Kyoto Animation,2003,8.0,26.0
73,Full Metal Panic! The Second Raid,Full Metal Panic! The Second Raid,フルメタル パニック！The Second Raid,SUMMER,2005.0,ANIME,TV,FINISHED,13.0,24,77,40868,549,"Action, Mecha, Sci-Fi",JP,LIGHT_NOVEL,Kyoto Animation,2005,7.0,14.0
74,Gakuen Alice,,学園アリス,FALL,2004.0,ANIME,TV,FINISHED,26.0,25,74,17953,563,"Comedy, Drama, Fantasy, Supernatural",JP,MANGA,Group TAC,2004,10.0,30.0
75,Soukyuu no Fafner,Fafner,蒼穹のファフナー,SUMMER,2004.0,ANIME,TV,FINISHED,25.0,24,69,13721,176,"Drama, Mecha, Sci-Fi",JP,ORIGINAL,Xebec,2004,7.0,5.0
76,Mahou Shoujo Lyrical Nanoha,Magical Girl Lyrical Nanoha,魔法少女リリカルなのは,FALL,2004.0,ANIME,TV,FINISHED,13.0,25,71,28046,464,"Action, Comedy, Drama, Fantasy, Mahou Shoujo, Sci-Fi",JP,ORIGINAL,Seven Arcs,2004,10.0,3.0
77,Mahou Shoujo Lyrical Nanoha A's,Magical Girl Lyrical Nanoha A's,魔法少女リリカルなのはＡ’ｓ,FALL,2005.0,ANIME,TV,FINISHED,13.0,25,78,15556,389,"Action, Comedy, Drama, Fantasy, Mahou Shoujo",JP,ORIGINAL,Seven Arcs,2005,10.0,2.0
79,SHUFFLE!,,SHUFFLE!,SUMMER,2005.0,ANIME,TV,FINISHED,24.0,23,65,46586,396,"Comedy, Drama, Ecchi, Fantasy, Romance",JP,VISUAL_NOVEL,Asread,2005,7.0,8.0
80,Kidou Senshi Gundam,Mobile Suit Gundam,機動戦士ガンダム,SPRING,1979.0,ANIME,TV,FINISHED,43.0,25,77,46496,1953,"Drama, Mecha, Sci-Fi",JP,ORIGINAL,Sunrise,1979,4.0,7.0
81,Kidou Senshi Gundam: Dai 08 MS Shotai,Mobile Suit Gundam: The 08th MS Team,機動戦士ガンダム 第08MS小隊,WINTER,1996.0,ANIME,OVA,FINISHED,12.0,24,77,23386,725,"Adventure, Drama, Mecha, Romance, Sci-Fi",JP,ORIGINAL,Sunrise,1996,1.0,25.0
82,Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,Mobile Suit Gundam 0080: War in the Pocket,機動戦士ガンダム 0080 ポケットの中の戦争,SPRING,1989.0,ANIME,OVA,FINISHED,6.0,27,80,21826,1293,"Adventure, Drama, Mecha, Sci-Fi",JP,ORIGINAL,Sunrise,1989,3.0,25.0
83,Kidou Senshi Gundam: Dai 08 MS Shotai - Miller's Report,Mobile Suit Gundam: The 08th MS Team - Miller's Report,機動戦士ガンダム 第08MS小隊 ミラーズ・リポート,SUMMER,1998.0,ANIME,MOVIE,FINISHED,1.0,51,63,3898,17,"Drama, Mecha, Sci-Fi",JP,ORIGINAL,Sunrise,1998,8.0,1.0
84,Kidou Senshi Gundam 0083: STARDUST MEMORY,Mobile Suit Gundam 0083: Stardust Memory,機動戦士ガンダム0083 STARDUST MEMORY,SPRING,1991.0,ANIME,OVA,FINISHED,13.0,30,67,14858,188,"Adventure, Drama, Mecha, Sci-Fi",JP,ORIGINAL,Sunrise,1991,5.0,23.0
85,Kidou Senshi Z Gundam,Mobile Suit Zeta Gundam,機動戦士Zガンダム,SPRING,1985.0,ANIME,TV,FINISHED,50.0,24,78,27206,1821,"Drama, Mecha, Sci-Fi",JP,ORIGINAL,Sunrise,1985,3.0,2.0
86,Kidou Senshi Gundam ZZ,Mobile Suit Gundam ZZ,機動戦士ガンダムZZ,SPRING,1986.0,ANIME,TV,FINISHED,47.0,24,66,17447,402,"Drama, Mecha, Sci-Fi",JP,ORIGINAL,Sunrise,1986,3.0,8.0
87,Kidou Senshi Gundam: Gyakushuu no Char,Mobile Suit Gundam: Char's Counterattack,機動戦士ガンダム 逆襲のシャア,SPRING,1988.0,ANIME,MOVIE,FINISHED,1.0,119,76,17878,854,"Drama, Mecha, Sci-Fi",JP,ORIGINAL,Sunrise,1988,3.0,12.0
88,Kidou Senshi Gundam F91,Mobile Suit Gundam F91,機動戦士ガンダムF91,SPRING,1991.0,ANIME,MOVIE,FINISHED,1.0,120,63,11870,146,"Drama, Mecha, Sci-Fi",JP,ORIGINAL,Sunrise,1991,3.0,16.0
89,Kidou Senshi V Gundam,Mobile Suit Victory Gundam,機動戦士Vガンダム,SPRING,1993.0,ANIME,TV,FINISHED,51.0,24,66,10384,231,"Drama, Mecha, Sci-Fi",JP,ORIGINAL,Sunrise,1993,4.0,2.0
90,Shin Kidou Senki Gundam Wing,Mobile Suit Gundam Wing,新機動戦記ガンダムW,SPRING,1995.0,ANIME,TV,FINISHED,49.0,24,71,31029,759,"Action, Adventure, Drama, Mecha, Sci-Fi",JP,ORIGINAL,Sunrise,1995,4.0,7.0
91,Shin Kidou Senki Gundam Wing: Endless Waltz,Mobile Suit Gundam Wing: Endless Waltz,新機動戦記ガンダムW Endless Waltz,WINTER,1997.0,ANIME,OVA,FINISHED,3.0,30,72,9150,122,"Action, Drama, Mecha, Sci-Fi",JP,ORIGINAL,Sunrise,1997,1.0,25.0
92,Kidou Shin Seiki Gundam X,After War Gundam X,機動新世紀ガンダムX,SPRING,1996.0,ANIME,TV,FINISHED,39.0,24,72,10969,249,"Adventure, Drama, Mecha, Sci-Fi",JP,ORIGINAL,Sunrise,1996,4.0,5.0
93,Kidou Senshi Gundam SEED,Mobile Suit Gundam Seed,機動戦士ガンダムSEED,FALL,2002.0,ANIME,TV,FINISHED,50.0,24,72,31054,793,"Action, Drama, Mecha, Sci-Fi",JP,ORIGINAL,Sunrise,2002,10.0,5.0
94,Kidou Senshi Gundam SEED DESTINY,Mobile Suit Gundam Seed Destiny,機動戦士ガンダムSEED DESTINY,FALL,2004.0,ANIME,TV,FINISHED,50.0,24,65,19094,322,"Action, Drama, Mecha, Romance, Sci-Fi",JP,ORIGINAL,Sunrise,2004,10.0,9.0
95,∀ Gundam,Turn A Gundam,∀ガンダム,SPRING,1999.0,ANIME,TV,FINISHED,50.0,24,80,20901,1409,"Action, Adventure, Drama, Mecha, Sci-Fi",JP,ORIGINAL,Sunrise,1999,4.0,9.0
96,Kidou Butouden G Gundam,Mobile Fighter G Gundam,機動武闘伝Gガンダム,SPRING,1994.0,ANIME,TV,FINISHED,49.0,24,74,17712,786,"Action, Adventure, Drama, Mecha, Romance",JP,ORIGINAL,Sunrise,1994,4.0,22.0
97,Last Exile,Last Exile,ラストエグザイル,SPRING,2003.0,ANIME,TV,FINISHED,26.0,24,74,34742,526,"Action, Adventure, Sci-Fi",JP,ORIGINAL,GONZO,2003,4.0,7.0
98,Mai-HiME,My-HiME,舞-HiME,FALL,2004.0,ANIME,TV,FINISHED,26.0,23,69,20982,253,"Action, Comedy, Drama, Fantasy, Mahou Shoujo, Mecha, Romance",JP,ORIGINAL,Sunrise,2004,9.0,30.0
99,Mai-Otome,My-Otome,舞-乙HiME,FALL,2005.0,ANIME,TV,FINISHED,26.0,24,69,8692,104,"Comedy, Drama, Fantasy",JP,ORIGINAL,Sunrise,2005,10.0,7.0
100,Shin Shirayuki-hime Densetsu Pretear,Prétear: The New Legend of Snow White,新白雪姫伝説プリーティア,SPRING,2001.0,ANIME,TV,FINISHED,13.0,23,67,11229,167,"Comedy, Drama, Fantasy, Mahou Shoujo, Romance",JP,MANGA,Hal Film Maker,2001,4.0,4.0
101,AIR,Air,AIR,WINTER,2005.0,ANIME,TV,FINISHED,13.0,24,68,51216,699,"Drama, Romance, Slice of Life, Supernatural",JP,VISUAL_NOVEL,Kyoto Animation,2005,1.0,7.0
102,Aishiteruze Baby★★,Love You Baby,愛してるぜ ベイベ★★,SPRING,2004.0,ANIME,TV,FINISHED,26.0,25,71,14674,186,"Comedy, Drama, Romance",JP,MANGA,TMS Entertainment,2004,4.0,3.0
103,Akazukin Chacha,Red Riding Hood Chacha,赤ずきんチャチャ,WINTER,1994.0,ANIME,TV,FINISHED,74.0,24,70,4403,94,"Adventure, Comedy, Fantasy, Mahou Shoujo, Romance",JP,MANGA,Studio Gallop,1994,1.0,7.0
104,Ayashi no Ceres,"Ceres, Celestial Legend",妖しのセレス,SPRING,2000.0,ANIME,TV,FINISHED,24.0,21,65,9043,106,"Adventure, Comedy, Drama, Horror, Romance",JP,MANGA,Studio Pierrot,2000,4.0,20.0
105,BOYS BE ...,,BOYS BE・・・,SPRING,2000.0,ANIME,TV,FINISHED,13.0,23,59,4540,22,"Comedy, Romance, Slice of Life",JP,MANGA,Hal Film Maker,2000,4.0,11.0
106,Hana Yori Dango,Hana Yori Dango (Boys Over Flowers),花より男子,FALL,1996.0,ANIME,TV,FINISHED,51.0,25,71,13429,328,"Comedy, Drama, Romance",JP,MANGA,Toei Animation,1996,9.0,8.0
107,Ou Dorobou JING,Jing: King of Bandits,王ドロボウ JING,SPRING,2002.0,ANIME,TV,FINISHED,13.0,24,66,7313,75,"Adventure, Comedy, Fantasy, Sci-Fi",JP,MANGA,Studio DEEN,2002,5.0,15.0
108,Ou Dorobou JING in Seventh Heaven,Jing: King of Bandits - Seventh Heaven,王ドロボウ JING in Seventh Heaven,WINTER,2004.0,ANIME,OVA,FINISHED,3.0,30,65,2455,19,"Adventure, Comedy, Fantasy, Psychological",JP,MANGA,Studio DEEN,2004,1.0,21.0
109,Bakuretsu Tenshi,Burst Angel,爆裂天使,SPRING,2004.0,ANIME,TV,FINISHED,24.0,23,63,12802,116,"Adventure, Comedy, Mecha, Sci-Fi",JP,ORIGINAL,GONZO,2004,5.0,6.0
110,Chuuka Ichiban!,Cooking Master Boy,中華一番!,SPRING,1997.0,ANIME,TV,FINISHED,52.0,23,70,4475,59,"Action, Adventure, Drama",JP,MANGA,Nippon Animation,1997,4.0,27.0
111,Corrector Yui,Corrector Yui,コレクター・ユイ,SPRING,1999.0,ANIME,TV,FINISHED,26.0,25,67,5492,112,"Adventure, Comedy, Mahou Shoujo, Sci-Fi",JP,ORIGINAL,Nippon Animation,1999,4.0,9.0
112,Chou Henshin Cosprayers,The Cosmopolitan Prayers,超変身コス∞プレイヤー,WINTER,2004.0,ANIME,TV_SHORT,FINISHED,8.0,14,38,2293,8,"Action, Adventure, Comedy, Ecchi, Fantasy",JP,ORIGINAL,,2004,1.0,12.0
113,Uchuu no Stellvia,Stellvia of the Universe,宇宙のステルヴィア,SPRING,2003.0,ANIME,TV,FINISHED,26.0,23,70,6481,58,"Action, Mecha, Romance, Sci-Fi",JP,ORIGINAL,,2003,4.0,3.0
114,Sakigake!! Cromartie Koukou,Cromartie High School,魁!!クロマティ高校,FALL,2003.0,ANIME,TV_SHORT,FINISHED,26.0,12,75,36234,767,Comedy,JP,MANGA,Production I.G,2003,10.0,3.0
115,Ijigen no Sekai El Hazard,El Hazard: The Alternative World,異次元の世界エルハザード,WINTER,1998.0,ANIME,TV,FINISHED,13.0,25,64,2378,18,"Adventure, Comedy, Fantasy",JP,ORIGINAL,AIC,1998,1.0,8.0
116,Shinpi no Sekai El Hazard (TV),El Hazard: The Wanderers,神秘の世界エルハザード (TV),FALL,1995.0,ANIME,TV,FINISHED,26.0,23,67,4425,52,"Adventure, Comedy",JP,ORIGINAL,AIC,1995,10.0,6.0
117,Shinpi no Sekai El Hazard,El Hazard: The Magnificent World,神秘の世界エルハザード,SPRING,1995.0,ANIME,OVA,FINISHED,7.0,29,69,5524,58,"Adventure, Comedy, Fantasy, Romance",JP,ORIGINAL,AIC,1995,5.0,26.0
118,Shinpi no Sekai El Hazard 2,El Hazard 2: The Magnificent World,神秘の世界 エルハザード 2,SPRING,1997.0,ANIME,OVA,FINISHED,4.0,30,64,2188,16,"Adventure, Comedy, Fantasy",JP,ORIGINAL,AIC,1997,3.0,21.0
119,Final Approach,,Φなる・あぷろーち,FALL,2004.0,ANIME,TV_SHORT,FINISHED,13.0,12,60,5703,34,"Comedy, Drama, Romance, Slice of Life",JP,VISUAL_NOVEL,,2004,10.0,3.0
120,Fruits Basket,Fruits Basket,フルーツバスケット,SUMMER,2001.0,ANIME,TV,FINISHED,26.0,24,75,96830,2424,"Comedy, Drama, Romance, Slice of Life, Supernatural",JP,MANGA,Studio DEEN,2001,7.0,5.0
121,Hagane no Renkinjutsushi,Fullmetal Alchemist,鋼の錬金術師,FALL,2003.0,ANIME,TV,FINISHED,51.0,25,79,257803,7628,"Action, Adventure, Drama, Fantasy",JP,MANGA,bones,2003,10.0,4.0
122,Full Moon wo Sagashite,Looking for the Full Moon,満月をさがして,SPRING,2002.0,ANIME,TV,FINISHED,52.0,24,76,21620,702,"Comedy, Drama, Mahou Shoujo, Music, Romance, Supernatural",JP,MANGA,Studio DEEN,2002,4.0,6.0
123,Fushigi Yuugi,Fushigi Yugi: The Mysterious Play,ふしぎ遊戯,SPRING,1995.0,ANIME,TV,FINISHED,52.0,23,71,20993,509,"Adventure, Comedy, Drama, Fantasy, Romance",JP,MANGA,Studio Pierrot,1995,4.0,6.0
124,Fushigi Yuugi: Eikoden,Mysterious Play: Eikoden,ふしぎ遊戯 -永光伝-,FALL,2001.0,ANIME,OVA,FINISHED,4.0,29,61,3126,31,"Adventure, Fantasy, Romance",JP,MANGA,Studio Pierrot,2001,12.0,21.0
125,Futakoi,Futakoi,双恋,FALL,2004.0,ANIME,TV,FINISHED,13.0,24,60,6632,39,"Comedy, Romance",JP,ORIGINAL,,2004,10.0,6.0
126,Futakoi Alternative,Futakoi Alternative,フタコイ オルタナティブ,SPRING,2005.0,ANIME,TV,FINISHED,13.0,24,65,6499,66,"Comedy, Drama, Romance",JP,ORIGINAL,ufotable,2005,4.0,7.0
127,Gate Keepers,Gate Keepers,ゲートキーパーズ,SPRING,2000.0,ANIME,TV,FINISHED,24.0,25,64,4554,49,"Action, Comedy, Fantasy, Mecha, Sci-Fi",JP,VIDEO_GAME,GONZO,2000,4.0,3.0
128,Gate Keepers 21,,ゲートキーパーズ21,SPRING,2002.0,ANIME,OVA,FINISHED,6.0,30,62,2201,20,"Action, Drama, Sci-Fi",JP,VIDEO_GAME,,2002,4.0,24.0
129,Gensou Maden Saiyuuki,Saiyuki,幻想魔伝 最遊記,SPRING,2000.0,ANIME,TV,FINISHED,50.0,23,70,10749,183,"Adventure, Comedy, Drama, Supernatural",JP,MANGA,Studio Pierrot,2000,4.0,4.0
130,Saiyuuki RELOAD,Saiyuki Reload,最遊記RELOAD,FALL,2003.0,ANIME,TV,FINISHED,25.0,20,69,6326,70,"Action, Adventure, Comedy, Drama, Fantasy",JP,MANGA,Studio Pierrot,2003,10.0,2.0
131,Saiyuuki RELOAD GUNLOCK,Saiyuki Gunlock,最遊記RELOAD GUNLOCK,SPRING,2004.0,ANIME,TV,FINISHED,26.0,24,68,4148,34,"Action, Adventure, Comedy, Fantasy",JP,MANGA,Studio Pierrot,2004,4.0,2.0
