anime_id,title_romaji,title_english,title_native,season,season_year,type,format,status,episodes,duration,average_score,popularity,favorites,genres,country,source_material,studio,start_year,start_month,start_day
905,Dragon Ball Z: Fukkatsu no Fusion!! Goku to Vegeta,Dragon Ball Z: Fusion Reborn,ドラゴンボールＺ 復活のフュージョン!!悟空とベジータ,SPRING,1995.0,ANIME,MOVIE,FINISHED,1.0,55,74,41189,690,"Action, Adventure, Sci-Fi",JP,MANGA,Toei Animation,1995,3.0,4.0
906,Dragon Ball Z: Ryuuken Bakuhatsu!! Goku ga Yaraneba Dare ga Yaru,Dragon Ball Z: Wrath of the Dragon,ドラゴンボールＺ 龍拳爆発!!悟空がやらねば誰がやる,SUMMER,1995.0,ANIME,MOVIE,FINISHED,1.0,51,71,35434,451,"Action, Adventure, Sci-Fi",JP,MANGA,Toei Animation,1995,7.0,15.0
907,Princess Princess,Princess Princess,プリンセス・プリンセス,SPRING,2006.0,ANIME,TV,FINISHED,12.0,24,65,10800,116,Comedy,JP,MANGA,Studio DEEN,2006,4.0,5.0
908,Hagane no Renkinjutsushi: PREMIUM COLLECTION,Fullmetal Alchemist: Premium OVA Collection,鋼の錬金術師 PREMIUM COLLECTION,SPRING,2006.0,ANIME,OVA,FINISHED,3.0,8,68,12973,91,"Comedy, Fantasy",JP,ORIGINAL,bones,2006,3.0,29.0
909,Geneshaft,Gene Shaft,ジーンシャフト,SPRING,2001.0,ANIME,TV,FINISHED,13.0,23,58,3638,22,"Adventure, Mecha, Sci-Fi",JP,ORIGINAL,Satelight,2001,4.0,5.0
910,Himawari!,Himawari!,ひまわりっ!,SPRING,2006.0,ANIME,TV,FINISHED,13.0,24,58,5176,19,"Adventure, Comedy",JP,ORIGINAL,ARMS,2006,4.0,9.0
911,Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu,Zatch Bell! Attack of Mechavulcan,劇場版　金色のガッシュベル!!　メカバルカンの来襲,SUMMER,2005.0,ANIME,MOVIE,FINISHED,1.0,84,65,1915,21,"Adventure, Mecha, Supernatural",JP,,,2005,8.0,6.0
912,NINKU,,NINKU -忍空-,WINTER,1995.0,ANIME,TV,FINISHED,55.0,24,65,2544,21,Adventure,JP,MANGA,Studio Pierrot,1995,1.0,14.0
913,Fighting Beauty Wulong,Fighting Beauty Wulong,格闘美神 武龍,FALL,2005.0,ANIME,TV,FINISHED,25.0,25,59,1601,14,"Action, Ecchi",JP,MANGA,TMS Entertainment,2005,10.0,10.0
914,Ike! Ina-chuu Takkyuubu,The Ping-Pong Club,行け! 稲中卓球部,SPRING,1995.0,ANIME,TV,FINISHED,26.0,24,65,4438,53,"Comedy, Ecchi, Sports",JP,MANGA,Studio Hibari,1995,4.0,6.0
915,Ginga Densetsu Weed,,銀牙伝説ウィード,FALL,2005.0,ANIME,TV,FINISHED,26.0,24,68,2902,77,"Action, Adventure, Drama",JP,MANGA,,2005,11.0,3.0
916,TOKKOU,Tokko,TOKKÔ[特公],SPRING,2006.0,ANIME,TV,FINISHED,13.0,24,59,7380,45,"Action, Comedy, Horror, Mystery, Supernatural",JP,MANGA,,2006,4.0,16.0
917,Riding Bean,,ライディング・ビーン,WINTER,1989.0,ANIME,OVA,FINISHED,1.0,46,69,10169,119,"Action, Comedy, Thriller",JP,MANGA,AIC,1989,2.0,22.0
918,Gintama,Gintama,銀魂,SPRING,2006.0,ANIME,TV,FINISHED,201.0,25,85,286381,16729,"Action, Comedy, Drama, Sci-Fi",JP,MANGA,Sunrise,2006,4.0,4.0
919,RAY THE ANIMATION,Ray,RAY THE ANIMATION,SPRING,2006.0,ANIME,TV,FINISHED,13.0,24,62,3916,25,"Drama, Romance, Sci-Fi",JP,MANGA,OLM,2006,4.0,5.0
920,Nurse Witch Komugi-chan Magikarte: Kanwakyuudai Special - Futatabi Matsuri no Yokan de Wasshoi!,Nurse Witch Komugi Special Ep: Hunch of another Festival,ナースウィッチ小麦ちゃんマジカルて 特別 閑話休題すぺしゃる ~再び祭りの予感でワッショイ!~,SUMMER,2003.0,ANIME,SPECIAL,FINISHED,1.0,27,61,2101,10,"Comedy, Mahou Shoujo",JP,ORIGINAL,Tatsunoko Production,2003,6.0,6.0
921,Nurse Witch Komugi-chan Magikarte Z,,ナースウィッチ小麦ちゃんマジカルてZ,FALL,2004.0,ANIME,OVA,FINISHED,2.0,30,64,2471,12,"Comedy, Mahou Shoujo",JP,ORIGINAL,,2004,9.0,10.0
924,Transformers Masterforce,Transformers Super-God Masterforce,トランスフォーマー・超神マスターフォース,SPRING,1988.0,ANIME,TV,FINISHED,43.0,24,60,1104,18,"Adventure, Mecha, Sci-Fi",JP,OTHER,,1988,4.0,12.0
925,Transformers Headmasters,Transformers The Headmasters,トランスフォーマー・ザ・ヘッドマスターズ,SUMMER,1987.0,ANIME,TV,FINISHED,35.0,23,57,1331,14,"Adventure, Mecha, Sci-Fi",JP,OTHER,,1987,7.0,3.0
926,Transformers Victory,Transformers Victory,トランスフォーマー・ビクトリー,SPRING,1989.0,ANIME,TV,FINISHED,44.0,23,64,1119,25,"Adventure, Mecha, Sci-Fi",JP,OTHER,,1989,3.0,14.0
927,Transformers: Superlink,Transformers: Energon,トランスフォーマー スーパーリンク,WINTER,2004.0,ANIME,TV,FINISHED,51.0,24,55,1705,26,"Adventure, Mecha, Sci-Fi",JP,OTHER,Actas,2004,1.0,9.0
928,Transformers: Galaxy Force,Transformers: Cybertron,トランスフォーマー ギャラクシーフォース,WINTER,2005.0,ANIME,TV,FINISHED,52.0,24,62,1843,32,"Adventure, Mecha, Sci-Fi",JP,OTHER,GONZO,2005,1.0,8.0
929,Seisenshi Dunbine,Aura Battler Dunbine,聖戦士ダンバイン,WINTER,1983.0,ANIME,TV,FINISHED,49.0,24,69,7099,94,"Adventure, Fantasy, Mecha, Sci-Fi",JP,ORIGINAL,Sunrise,1983,2.0,5.0
930,Densetsu Kyojin Ideon,Space Runaway Ideon,伝説巨神イデオン,SPRING,1980.0,ANIME,TV,FINISHED,39.0,25,72,10649,262,"Drama, Mecha, Sci-Fi",JP,ORIGINAL,Sunrise,1980,5.0,8.0
932,Ichigeki Sacchuu!! Hoihoi-san,,一撃殺虫!!ホイホイさん,FALL,2004.0,ANIME,OVA,FINISHED,1.0,11,58,2804,30,"Comedy, Sci-Fi, Slice of Life",JP,MANGA,,2004,9.0,30.0
933,Dai Mahou Touge,Magical Witch Punie-Chan,大魔法峠,SPRING,2006.0,ANIME,OVA,FINISHED,8.0,12,66,9185,87,"Comedy, Mahou Shoujo, Supernatural",JP,MANGA,diomedéa,2006,3.0,20.0
934,Higurashi no Naku Koro ni,When They Cry,ひぐらしのなく頃に,SPRING,2006.0,ANIME,TV,FINISHED,26.0,24,75,173013,5565,"Horror, Mystery, Psychological, Supernatural, Thriller",JP,VISUAL_NOVEL,Studio DEEN,2006,4.0,5.0
935,Witchblade,Witchblade,ウィッチブレイド,SPRING,2006.0,ANIME,TV,FINISHED,24.0,24,68,21284,272,"Action, Sci-Fi",JP,OTHER,GONZO,2006,4.0,6.0
936,NARUTO: Dai Gekitotsu! Maboroshi no Chitei Iseki Dattebayo,Naruto the Movie: Legend of the Stone of Gelel,劇場版 NARUTO -ナルト- 大激突!幻の地底遺跡だってばよ,SUMMER,2005.0,ANIME,MOVIE,FINISHED,1.0,97,65,45792,296,"Action, Adventure, Comedy, Drama, Fantasy, Supernatural",JP,MANGA,Studio Pierrot,2005,8.0,6.0
937,Appleseed,Appleseed,アップルシード,SPRING,1988.0,ANIME,OVA,FINISHED,1.0,68,59,9099,68,"Action, Adventure, Mecha, Sci-Fi",JP,MANGA,Gainax,1988,4.0,21.0
938,Shin Getter Robo vs. Neo Getter Robo,Shin Getter Robo vs. Neo Getter Robo,真ゲッターロボ対ネオゲッターロボ,FALL,2000.0,ANIME,OVA,FINISHED,4.0,27,71,3255,78,"Action, Mecha, Sci-Fi",JP,,Brain's Base,2000,12.0,21.0
940,Inukami!,Inukami!,いぬかみっ!,SPRING,2006.0,ANIME,TV,FINISHED,26.0,23,67,10890,56,"Comedy, Ecchi, Romance, Supernatural",JP,LIGHT_NOVEL,Seven Arcs,2006,4.0,6.0
941,Renkin San-kyuu Magical? Pokaan,,錬金3級 まじかる?ぽか〜ん,SPRING,2006.0,ANIME,TV,FINISHED,12.0,24,66,9793,119,"Comedy, Ecchi",JP,ORIGINAL,Remic,2006,4.0,4.0
942,Nishi no Yoki Majo: Astraea Testament,The Good Witch Of The West,西の善き魔女 Astraea Testament,SPRING,2006.0,ANIME,TV,FINISHED,13.0,24,61,3877,31,"Comedy, Drama, Fantasy, Mystery, Romance",JP,LIGHT_NOVEL,Hal Film Maker,2006,4.0,8.0
943,Yume Tsukai,,夢使い,SPRING,2006.0,ANIME,TV,FINISHED,12.0,24,59,2766,18,"Comedy, Drama, Slice of Life, Supernatural",JP,MANGA,MADHOUSE,2006,4.0,9.0
944,The Third: Aoi Hitomi no Shoujo,The Third: The Girl with the Blue Eye,ザ・サード 蒼い瞳の少女,SPRING,2006.0,ANIME,TV,FINISHED,24.0,23,70,4487,28,"Action, Adventure, Sci-Fi",JP,LIGHT_NOVEL,Xebec,2006,4.0,14.0
949,Top wo Nerae! GunBuster,Gunbuster,トップをねらえ! GunBuster,FALL,1988.0,ANIME,OVA,FINISHED,6.0,28,77,47786,2125,"Action, Drama, Mecha, Sci-Fi",JP,ORIGINAL,Gainax,1988,10.0,7.0
950,Street Fighter ZERO: Generations,Street Fighter Alpha: Generations,ストリートファイターZERO: ジェネレーションズ,FALL,2005.0,ANIME,OVA,FINISHED,1.0,42,60,2840,32,Adventure,JP,VIDEO_GAME,APPP,2005,10.0,25.0
951,Chibi Maruko-chan,,ちびまる子ちゃん,WINTER,1990.0,ANIME,TV,FINISHED,142.0,25,72,3715,102,"Comedy, Slice of Life",JP,MANGA,Nippon Animation,1990,1.0,7.0
952,Magical Nyan Nyan Taruto,Magical Meow Meow Taruto,魔法少女猫[まじかる にゃん にゃん]たると,SUMMER,2001.0,ANIME,TV,FINISHED,12.0,22,56,2503,16,"Comedy, Mahou Shoujo",JP,MANGA,MADHOUSE,2001,7.0,5.0
953,Juu Ou Sei,Jyu-Oh-Sei: Planet of the Beast King,獣王星,SPRING,2006.0,ANIME,TV,FINISHED,11.0,22,66,12190,102,"Action, Adventure, Drama, Mystery, Sci-Fi",JP,MANGA,bones,2006,4.0,14.0
956,Daikuu Maryuu Gaiking,Dino Mech Gaiking,大空魔竜ガイキング,SPRING,1976.0,ANIME,TV,FINISHED,44.0,23,65,1184,21,"Adventure, Mecha, Sci-Fi",JP,ORIGINAL,,1976,4.0,1.0
957,Saiunkoku Monogatari,The Story of Saiunkoku,彩雲国物語,SPRING,2006.0,ANIME,TV,FINISHED,39.0,25,74,16888,273,"Adventure, Comedy, Drama, Fantasy, Romance",JP,LIGHT_NOVEL,MADHOUSE,2006,4.0,8.0
958,HeatGuy J,Heat Guy J,ヒートガイジェイ,FALL,2002.0,ANIME,TV,FINISHED,25.0,24,66,4867,37,"Action, Adventure, Mecha, Sci-Fi",JP,ORIGINAL,Satelight,2002,10.0,1.0
959,Shin Chou Kyou Ryo: Condor Hero,Legend of Condor Hero,神鵰侠侶 コンドルヒーロー,SPRING,2001.0,ANIME,TV,FINISHED,26.0,24,65,1933,20,"Adventure, Drama, Romance",JP,OTHER,Nippon Animation,2001,4.0,11.0
960,Shin Chou Kyou Ryo: Condor Hero II,Legend of the Condor Hero II,神鵰俠侶 II 襄陽風雲,WINTER,2005.0,ANIME,TV,FINISHED,26.0,20,62,757,6,"Adventure, Drama, Romance",JP,OTHER,Jade Animation,2005,1.0,30.0
961,Virtua Fighter,Virtua Fighter,バーチャファイター,FALL,1995.0,ANIME,TV,FINISHED,35.0,20,68,2891,47,"Action, Adventure, Comedy",JP,VIDEO_GAME,Tokyo Movie Shinsha,1995,10.0,9.0
962,ARIA The NATURAL,ARIA The NATURAL,ARIA The NATURAL,SPRING,2006.0,ANIME,TV,FINISHED,26.0,24,81,24172,476,"Fantasy, Sci-Fi, Slice of Life",JP,MANGA,Hal Film Maker,2006,4.0,3.0
963,"Love Hina: Motoko no Sentaku, Koi ka Ken... Naku na","Love Hina: Motoko's Choice, Love or the Sword: Don't Cry",ラブひな 素子のセンタク、恋か剣... 泣くな,FALL,2000.0,ANIME,SPECIAL,FINISHED,1.0,25,67,6364,32,"Drama, Ecchi, Romance, Slice of Life",JP,,Xebec,2000,9.0,27.0
964,Smash Hit,,ヒットをねらえ!,SPRING,2004.0,ANIME,TV_SHORT,FINISHED,8.0,13,49,1848,9,"Comedy, Ecchi",JP,ORIGINAL,Imagin,2004,3.0,9.0
965,Yoshinaga-sanchi no Gargoyle,Gargoyle of Yoshinaga House,吉永さん家のガーゴイル,SPRING,2006.0,ANIME,TV,FINISHED,13.0,24,66,1612,21,"Comedy, Fantasy",JP,LIGHT_NOVEL,Studio Hibari,2006,4.0,2.0
966,Crayon Shin-chan,Shin Chan,クレヨンしんちゃん,SPRING,1992.0,ANIME,TV,RELEASING,,21,77,19189,994,"Comedy, Ecchi, Slice of Life",JP,MANGA,Shin-Ei Animation,1992,4.0,13.0
967,Hokuto no Ken,Fist of the North Star,北斗の拳,FALL,1984.0,ANIME,TV,FINISHED,109.0,25,76,32154,847,"Action, Drama, Sci-Fi",JP,MANGA,Toei Animation,1984,10.0,4.0
968,Fighting Beauty Wulong REBIRTH,Fighting Beauty Wulong Rebirth,格闘美神 武龍[ウーロン] REBIRTH,SPRING,2006.0,ANIME,TV,FINISHED,25.0,25,57,942,6,"Action, Comedy",JP,MANGA,TMS Entertainment,2006,4.0,2.0
969,Tsubasa Chronicle 2nd Season,Tsubasa RESERVoir CHRoNiCLE 2nd Season,ツバサ・クロニクル 第2シリーズ,SPRING,2006.0,ANIME,TV,FINISHED,26.0,25,71,16323,177,"Adventure, Drama, Fantasy, Mystery, Romance",JP,MANGA,,2006,4.0,29.0
970,Yokoyama Mitsuteru Sangokushi,,横山光輝 三国志,FALL,1991.0,ANIME,TV,FINISHED,47.0,23,65,1883,17,Adventure,JP,MANGA,,1991,10.0,18.0
971,Astro Boy Tetsuwan Atom,Astro Boy (2003),アストロボーイ・鉄腕アトム,SPRING,2003.0,ANIME,TV,FINISHED,50.0,24,70,7663,192,"Action, Adventure, Mecha, Sci-Fi",JP,MANGA,Tezuka Productions,2003,4.0,6.0
972,Bible Black Gaiden,Bible Black Origins,バイブルブラック 外伝,SPRING,2002.0,ANIME,OVA,FINISHED,2.0,30,60,4793,42,"Hentai, Supernatural",JP,VISUAL_NOVEL,Studio Jam,2002,5.0,25.0
974,Dead Leaves,Dead Leaves,デッド　リーブス,WINTER,2004.0,ANIME,MOVIE,FINISHED,1.0,50,69,26441,469,"Action, Adventure, Comedy, Psychological, Sci-Fi",JP,ORIGINAL,Production I.G,2004,1.0,16.0
975,Yokohama Kaidashi Kikou,Yokohama Shopping Log,ヨコハマ買い出し紀行,SPRING,1998.0,ANIME,OVA,FINISHED,2.0,29,74,20618,665,"Sci-Fi, Slice of Life",JP,MANGA,Ajiado,1998,5.0,21.0
976,Yokohama Kaidashi Kikou: Quiet Country Cafe,,ヨコハマ買い出し紀行 Quiet Country Cafe,WINTER,2002.0,ANIME,OVA,FINISHED,2.0,32,70,10025,115,"Adventure, Drama, Sci-Fi, Slice of Life",JP,MANGA,Ajiado,2002,12.0,18.0
977,Ginga Teikoku no Metsubou Gaiden: Aoki Ookami Tachi no Densetsu,The Legend of the Blue Wolves,銀河帝国の滅亡・外伝　蒼き狼たちの伝説,WINTER,1996.0,ANIME,OVA,FINISHED,1.0,46,48,1554,10,"Action, Hentai, Mecha, Sci-Fi",JP,ORIGINAL,Slash,1996,12.0,18.0
978,Change!! Getter Robo: Sekai Saigo no Hi,Getter Robo: Armageddon,真(チェンジ!!)ゲッターロボ~世界最後の日,SUMMER,1998.0,ANIME,OVA,FINISHED,13.0,25,77,7960,421,"Action, Adventure, Horror, Mecha, Sci-Fi",JP,ORIGINAL,Brain's Base,1998,8.0,25.0
979,Street Fighter ZERO: THE ANIMATION,Street Fighter Alpha,ストリートファイターZERO - THE ANIMATION -,FALL,1999.0,ANIME,OVA,FINISHED,1.0,94,61,3636,32,"Action, Drama",JP,VIDEO_GAME,Plum,1999,12.0,22.0
980,Rikujou Boueitai Mao-chan,Ground Defense Force Mao-chan,陸上防衛隊まおちゃん,SUMMER,2002.0,ANIME,TV_SHORT,FINISHED,26.0,12,63,2062,12,"Comedy, Mahou Shoujo, Sci-Fi",JP,ORIGINAL,Xebec,2002,7.0,3.0
981,Ichigo 100% OVA,Ichigo 100% Original DVD Animation,いちご１００％　オリジナルDVDアニメーション,SUMMER,2005.0,ANIME,OVA,FINISHED,4.0,29,62,4495,12,"Comedy, Ecchi, Romance",JP,MANGA,MADHOUSE,2005,6.0,20.0
982,Cosplay COMPLEX,Cosplay Complex,こすぷれCOMPLEX,SPRING,2002.0,ANIME,OVA,FINISHED,3.0,29,55,3017,17,"Comedy, Ecchi",JP,ORIGINAL,TNK,2002,5.0,25.0
983,Cosplay COMPLEX: Extra Identification,,こすぷれCOMPLEX,SUMMER,2004.0,ANIME,OVA,FINISHED,1.0,5,50,722,2,Comedy,JP,,,2004,7.0,3.0
984,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,Dragon Ball Z: Plan to Eradicate the Saiyans,ドラゴンボールＺ サイヤ人絶滅計画,SUMMER,1993.0,ANIME,OVA,FINISHED,2.0,30,61,11571,65,"Adventure, Comedy, Sci-Fi",JP,MANGA,Toei Animation,1993,7.0,23.0
985,Dragon Ball Z: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,Dragon Ball Z: The History of Trunks,ドラゴンボールＺ・絶望への反抗！！残された超戦士・悟飯とトランクス,WINTER,1993.0,ANIME,SPECIAL,FINISHED,1.0,48,76,28337,566,"Action, Adventure, Drama",JP,MANGA,Toei Animation,1993,2.0,24.0
986,Dragon Ball Z: Tatta Hitori no Saishuu Kessen - Freeza ni Idonda Z Senshi Son Goku no Chi,Dragon Ball Z: Bardock – The Father of Goku,ドラゴンボールZ たったひとりの最終決戦〜フリーザに挑んだZ戦士 孫悟空の父〜,FALL,1990.0,ANIME,SPECIAL,FINISHED,1.0,47,73,28487,417,"Action, Adventure, Sci-Fi",JP,MANGA,Toei Animation,1990,10.0,17.0
987,Dragon Ball GT: Goku Gaiden! Yuuki no Akashi wa Suushinchuu,Dragon Ball GT: A Hero's Legacy,ドラゴンボールGT 悟空外伝! 勇気の証しは四星球(スーシンチュウ),SPRING,1997.0,ANIME,SPECIAL,FINISHED,1.0,44,62,18776,196,"Action, Adventure, Comedy",JP,MANGA,Toei Animation,1997,3.0,26.0
988,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,,新釈 戦国英雄伝説 眞田十勇士 The Animation,SPRING,2005.0,ANIME,TV,FINISHED,12.0,26,48,561,4,"Action, Comedy",JP,,,2005,5.0,7.0
989,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi,,新釈 戦国英雄伝説 眞田十勇士,WINTER,2005.0,ANIME,SPECIAL,FINISHED,1.0,51,47,353,1,,JP,,,2005,1.0,29.0
990,Kamisama Kazoku,God Family,神様家族,SPRING,2006.0,ANIME,TV,FINISHED,13.0,25,67,8155,46,"Comedy, Drama, Fantasy, Romance",JP,LIGHT_NOVEL,Toei Animation,2006,5.0,18.0
991,Usagi-chan de CUE!!,Little Bunny Cue!!,うさぎちゃんで ＣＵＥ!!,FALL,2001.0,ANIME,OVA,FINISHED,3.0,30,52,3050,33,"Action, Comedy, Ecchi, Romance",JP,MANGA,Chaos Project,2001,11.0,9.0
992,Dual! Parallel Lunlun Monogatari,Dual! Parallel Trouble Adventure,デュアル！ぱられルンルン物語,SPRING,1999.0,ANIME,TV,FINISHED,13.0,25,66,4356,56,"Action, Comedy, Mecha, Sci-Fi",JP,ORIGINAL,AIC,1999,4.0,8.0
993,Dual! Parallel Lunlun Monogatari: Final Frontier,Dual! Parallel Trouble Adventure Special,デュアル！ぱられルンルン物語「ファイナル・フロンティア」,FALL,1999.0,ANIME,SPECIAL,FINISHED,1.0,29,61,1325,14,"Comedy, Drama, Mecha, Romance, Sci-Fi",JP,ORIGINAL,,1999,12.0,22.0
994,sin in the rain,,sin in the rain,SPRING,2006.0,ANIME,OVA,FINISHED,1.0,22,38,1286,8,Mystery,JP,,Mook Animation,2006,3.0,24.0
995,Tennis no Ouji-sama: Zenkoku Taikai-hen,,テニスの王子様 全国大会篇,SPRING,2006.0,ANIME,OVA,FINISHED,13.0,23,75,7803,50,"Action, Comedy, Sports",JP,,M.S.C,2006,3.0,24.0
996,Bishoujo Senshi Sailor Moon: Sailor Stars,Sailor Moon Sailor Stars,美少女戦士セーラームーン セーラースターズ,SPRING,1996.0,ANIME,TV,FINISHED,34.0,24,77,23664,677,"Action, Adventure, Comedy, Drama, Fantasy, Mahou Shoujo, Romance",JP,MANGA,Toei Animation,1996,3.0,9.0
997,Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito,Sailor Moon S Movie: Hearts in Ice,美少女戦士セーラームーンS かぐや姫の恋人,FALL,1994.0,ANIME,MOVIE,FINISHED,1.0,61,73,10775,165,"Action, Adventure, Comedy, Drama, Fantasy, Mahou Shoujo, Romance",JP,MANGA,Toei Animation,1994,12.0,4.0
998,BLUE SEED,Blue Seed,BLUE SEED,FALL,1994.0,ANIME,TV,FINISHED,26.0,23,65,6919,58,"Action, Adventure, Comedy, Drama, Mystery",JP,MANGA,Production I.G,1994,10.0,5.0
999,BLUE SEED 2,Blue Seed Beyond,BLUE SEED 2,SUMMER,1996.0,ANIME,OVA,FINISHED,3.0,28,60,1776,10,"Action, Comedy, Drama, Horror, Sci-Fi, Supernatural",JP,,Production I.G,1996,7.0,24.0
1000,Uchuu Kaizoku Captain Harlock,Captain Harlock Space Pirate,宇宙海賊キャプテンハーロック,SPRING,1978.0,ANIME,TV,FINISHED,42.0,25,73,11971,246,"Action, Adventure, Drama, Sci-Fi",JP,MANGA,Toei Animation,1978,3.0,14.0
1001,Tide-Line Blue: Kyoudai,,タイドライン・ブルー 兄弟,SPRING,2006.0,ANIME,OVA,FINISHED,1.0,20,56,495,1,"Adventure, Drama",JP,ORIGINAL,Telecom Animation Film,2006,4.0,26.0
1002,Top wo Nerae 2! DIEBUSTER,Gunbuster 2: Diebuster,トップをねらえ2！DIEBUSTER,FALL,2004.0,ANIME,OVA,FINISHED,6.0,30,74,25519,654,"Action, Comedy, Mecha, Sci-Fi",JP,ORIGINAL,Gainax,2004,10.0,3.0
1003,Aa! Megami-sama! Specials,Oh! My Goddess Specials,ああっ女神さまっ,FALL,2005.0,ANIME,SPECIAL,FINISHED,2.0,24,72,4450,24,"Comedy, Romance, Supernatural",JP,MANGA,AIC,2005,9.0,22.0
1004,Kanojo to Kanojo no Neko,She and Her Cat: Their Standing Points,彼女と彼女の猫,,,ANIME,OVA,FINISHED,1.0,5,66,22893,136,"Romance, Slice of Life",JP,ORIGINAL,CoMix Wave,1999,,
1005,Star Ocean EX,Star Ocean EX,スターオーシャンEX,SPRING,2001.0,ANIME,TV,FINISHED,26.0,22,61,2554,20,"Adventure, Fantasy, Sci-Fi",JP,VIDEO_GAME,Studio DEEN,2001,4.0,3.0
1006,Tenchi Muyou! in Love,Tenchi Muyo! In Love,天地無用! in Love,SPRING,1996.0,ANIME,MOVIE,FINISHED,1.0,94,71,5009,63,"Action, Comedy, Romance, Sci-Fi",JP,,AIC,1996,4.0,20.0
1007,Ranma 1/2 (OVA),Ranma ½ (OVA),Ranma 1/2 (OVA),SUMMER,1993.0,ANIME,OVA,FINISHED,6.0,30,74,7363,92,"Comedy, Romance",JP,MANGA,Studio DEEN,1993,10.0,21.0
1008,Ranma 1/2 Special,,らんま1/2 スペシャル,WINTER,1994.0,ANIME,OVA,FINISHED,2.0,27,72,4798,50,"Adventure, Comedy, Romance",JP,MANGA,Studio DEEN,1994,12.0,16.0
1009,Battle Spirits: Ryuuko no Ken,Art of Fighting,バトルスピリッツ　龍虎の拳,FALL,1993.0,ANIME,OVA,FINISHED,1.0,50,48,1354,9,"Adventure, Comedy",JP,VIDEO_GAME,Studio Comet,1993,12.0,23.0
1010,Ranma 1/2: Chou Musabetsu Kessen! Ranma Team VS Densetsu no Houou,Ranma ½: One Flew Over the Kuno's Nest,らんま1/2 超無差別決戦! 乱馬チームVS伝説の鳳凰,SUMMER,1994.0,ANIME,MOVIE,FINISHED,1.0,31,69,4257,44,"Action, Adventure, Comedy, Supernatural",JP,,Studio DEEN,1994,8.0,20.0
1011,Ranma 1/2 SUPER,,らんま1/2 SUPER,FALL,1995.0,ANIME,OVA,FINISHED,3.0,26,73,5006,57,"Adventure, Comedy, Romance",JP,MANGA,Studio DEEN,1995,9.0,21.0
1014,Chicchana Yukitsukai Sugar Specials,A Little Snow Fairy Sugar OVA,ちっちゃな雪使いシュガー特別編,SUMMER,2003.0,ANIME,OVA,FINISHED,2.0,24,64,1161,6,"Comedy, Slice of Life",JP,ORIGINAL,J.C.STAFF,2003,8.0,21.0
1015,Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,Full Metal Panic! The Second Raid: A Relatively Leisurely Day in the Life of a Fleet Captain,わりとヒマな戦隊長の一日,SPRING,2006.0,ANIME,OVA,FINISHED,1.0,30,72,11846,62,Comedy,JP,MANGA,Kyoto Animation,2006,5.0,26.0
1016,GUNNM,Battle Angel Alita,銃夢,SUMMER,1993.0,ANIME,OVA,FINISHED,2.0,30,67,18565,249,"Action, Drama, Sci-Fi",JP,MANGA,MADHOUSE,1993,6.0,21.0
1017,Majutsushi Orphen,Orphen,魔術士オーフェン,FALL,1998.0,ANIME,TV,FINISHED,24.0,25,67,10879,121,"Action, Adventure, Comedy, Fantasy",JP,LIGHT_NOVEL,J.C.STAFF,1998,10.0,3.0
1018,Majutsushi Orphen: Revenge,Orphen 2: Revenge,魔術士オーフェンRevenge,FALL,1999.0,ANIME,TV,FINISHED,23.0,24,65,3941,34,"Adventure, Comedy, Fantasy",JP,LIGHT_NOVEL,,1999,10.0,2.0
1019,Honoo no Mirage,Mirage of Blaze,炎の蜃気楼[ミラージュ],WINTER,2002.0,ANIME,TV,FINISHED,13.0,24,57,4073,31,"Action, Drama, Romance, Supernatural",JP,LIGHT_NOVEL,MADHOUSE,2002,1.0,7.0
1020,Honoo no Mirage: Minagiwa no Hangyakusha,Mirage of Blaze: Rebels of the River Edge,炎の蜃気楼～みなぎわの反逆者～,SUMMER,2004.0,ANIME,OVA,FINISHED,3.0,30,61,1902,14,"Action, Drama, Romance",JP,LIGHT_NOVEL,,2004,7.0,28.0
1021,Kaikan Phrase,,快感 フレーズ,SPRING,1999.0,ANIME,TV,FINISHED,44.0,24,64,2454,31,"Drama, Music, Romance",JP,MANGA,Studio Hibari,1999,4.0,20.0
1022,Generator Gawl,,ジェネレイターガウル,FALL,1998.0,ANIME,TV,FINISHED,12.0,24,64,2660,21,"Action, Adventure, Comedy, Drama, Sci-Fi",JP,ORIGINAL,Tatsunoko Production,1998,10.0,7.0
1023,Wolf's Rain OVA,,ウルフズ・レイン,WINTER,2004.0,ANIME,OVA,FINISHED,4.0,23,77,11897,177,"Adventure, Drama, Psychological, Sci-Fi, Supernatural",JP,ORIGINAL,bones,2004,1.0,23.0
1024,Weiß Kreuz OVA,Knight Hunters OVA,Weiß Kreuz ヴァイスクロイツ OVA,FALL,1999.0,ANIME,OVA,FINISHED,2.0,30,59,1162,13,"Action, Drama",JP,,,1999,11.0,25.0
